,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
166,2023-10-27 00:17:00,30.463,30.442,30.467,30.427,563368,1698337020,,,,,,,,,,,3.685739975436995,3.8995356248514206,-2.315848856799029,-77.82707926961952,0,0,104314.275,,,30.463:1706.0;,-322.4340000000001,
171,2023-10-27 00:22:00,30.312,30.293,30.337,30.282,479344,1698337320,,,,,1.0,,,,,,-1.6832747278001603,2.3722254229572397,-2.315848856799029,-74.56907983558088,1,0,52026.07499999999,30.312:1725.0;,30.312:1725.0;,,0.0,30.312;
333,2023-10-27 03:04:00,31.312,31.257,31.317,31.257,557584,1698347040,,,,,,,,,,1.0,99.54135444123736,81.77014072693716,-2.76016196261034,13.110060476714178,0,1,106039.275,,,31.312:1725.0;,1725.0,31.322;
210,2024-01-03 02:01:00,47.915,47.885,47.915,47.885,124200,1704218460,,,,,1.0,,,,,,-14.662820141074675,11.532803395768774,-8.98995992211286,-78.28188129612465,1,0,53045.284999999996,47.915:1106.0;,47.915:1106.0;,,0.0,47.915;
267,2024-01-03 02:58:00,47.685,47.709,47.715,47.678,361620,1704221880,,,,,,,,,,,31.61466897358727,32.562811828559504,-11.236460352218929,-76.42033310318021,0,0,105784.89499999999,,,47.685:1106.0;,-254.37999999999653,
338,2024-01-03 04:09:00,47.164,47.175,47.175,47.145,137944,1704226140,,,,,1.0,,,,,,-5.896852410025545,6.072505436562118,-19.09139380672697,-74.10613947933827,1,0,52772.55899999999,47.164:1124.0;,47.164:1124.0;,,0.0,47.164;
386,2024-01-03 04:57:00,47.79,47.825,47.825,47.79,359712,1704229020,,,,,,,,,,,120.7621629885088,12.021684117310684,-20.70157425820308,82.79020368635199,0,0,106488.51899999999,,,47.79:1124.0;,703.6239999999974,47.79;
46,2024-01-03 23:17:00,46.615,46.659,46.685,46.615,261880,1704295020,1.0,,,,,,,,,,-3.237038908399789,16.667135342213683,11.012132278725232,-77.64105760258853,1,0,53254.188999999984,46.615:1142.0;,46.615:1142.0;,,0.0,46.615;
71,2024-01-03 23:42:00,46.535,46.51,46.562,46.51,270712,1704296520,,,,,,,,,1.0,,7.897935382282021,8.76770529710548,9.655727295628015,-73.82420219068386,1,0,18.148999999990338,46.615:1142.0;46.535:1144.0;,46.535:1144.0;,,0.0,46.785;46.535;
131,2024-01-04 00:42:00,46.563,46.585,46.585,46.545,157032,1704300120,,,,,,,,,,,21.709241962727248,21.35157849709347,8.624028527856197,-44.734830025479184,0,0,106461.167,,,46.563:1142.0;46.563:1144.0;,-27.351999999992913,
296,2024-01-05 03:27:00,45.955,45.905,45.955,45.886,70820,1704396420,1.0,,,,,,,,,,-5.222379284219059,15.894020142210977,7.895546994599147,-75.36255297402816,1,0,53245.277,45.955:1158.0;,45.955:1158.0;,,0.0,45.955;
